station,year,season,summacpreywt,nmacpreysp,nbenthivorespp,nstomtot,meanmacpreywt,meanbenthivorelen.simple,meanbenthivorelen.weighted,depthm,lat,lon,bWT,bSA,bDO,SST
NM20080901146,2008,FALL,11.0181,14,5,20,0.550905,29.0309533,25.48088641,30.1752,41.3595,-71.33616667,17.71,29.84,4.34,18.9
NM20080901147,2008,FALL,6.9282,12,6,27,0.2566,26.55746937,11.40497391,29.2608,41.35333333,-71.421,17.86,29.84,4.24,18.71
NM20080901148,2008,FALL,24.2107,10,8,35,0.691734286,34.32925084,19.67542982,47.244,41.10883333,-71.33783333,15.26,30.24,5.4,17.95
NM20080901149,2008,FALL,5.368,10,4,11,0.488,32.91398636,14.19051452,34.7472,41.22866667,-71.46633333,18.29,29.92,4.87,18.57
NM20080901150,2008,FALL,4.2343,13,5,23,0.1841,25.85653409,21.01527877,27.7368,41.29633333,-71.5105,18.28,29.9,5.04,19.09
NM20090401001,2009,SPRING,10.7244,14,4,21,0.510685714,26.25878762,29.57476499,15.8496,41.013,-71.919,8.46,30.93,9.84,9.21
NM20090401002,2009,SPRING,1.834,8,3,12,0.152833333,33.28141433,43.01517739,14.0208,41.0035,-71.97516667,8.3,31.1,10.41,8.83
NM20090401003,2009,SPRING,28.8536,11,6,45,0.641191111,27.31822142,25.25442947,10.9728,40.87316667,-72.34683333,7.55,30.8,9.33,8.52
NM20090401004,2009,SPRING,47.8311,15,7,45,1.062913333,28.09399529,29.44412242,9.4488,40.90566667,-72.27116667,7.6,31.15,9.39,8.85
NM20090401005,2009,SPRING,20.9407,9,5,16,1.30879375,33.32573475,22.63882765,15.24,40.88383333,-72.2935,7.87,31.09,9.51,8.97
NM20090401006,2009,SPRING,41.5997,12,6,52,0.799994231,27.39758146,37.99305856,12.8016,40.87216667,-72.33833333,7.36,30.85,9.28,8.91
NM20090401007,2009,SPRING,6.599,11,5,25,0.26396,24.54943984,27.12075243,16.1544,40.85,-72.37433333,7.7,30.85,9.72,8.39
NM20090401008,2009,SPRING,25.0876,18,5,33,0.760230303,29.67024133,40.59359102,10.3632,40.68766667,-72.9595,9.92,30.1,8.85,11.78
NM20090401009,2009,SPRING,13.0505,14,7,42,0.31072619,31.42268224,40.54182062,8.8392,40.71483333,-72.886,9.44,30.11,9.5,12.51
NM20090401010,2009,SPRING,32.5461,11,6,41,0.793807317,27.23782741,36.38100812,9.4488,40.74683333,-72.76633333,8.29,30.4,9.56,11.32
NM20090401011,2009,SPRING,23.9218,9,6,34,0.703582353,24.44540647,33.7499998,18.288,40.6285,-73.0475,9.8,30.44,9.51,11.55
NM20090401012,2009,SPRING,23.1526,16,6,46,0.503317391,27.36805487,31.84980867,18.288,40.73566667,-72.74666667,9.38,29.91,9.33,12.1
NM20090401013,2009,SPRING,22.1463,12,4,20,1.107315,31.0542406,33.89962483,9.7536,40.55916667,-73.62333333,10.95,30.58,8.77,13.4
NM20090401014,2009,SPRING,2.1135,5,5,20,0.105675,27.7822278,39.7931211,9.144,40.5545,-73.62766667,11.14,30.34,8.76,12.69
NM20090401015,2009,SPRING,28.747,20,6,37,0.776945946,25.20955838,43.32151733,16.1544,40.5935,-73.32183333,10.22,30.51,8.8,11.15
NM20090401016,2009,SPRING,8.2916,12,5,24,0.345483333,29.78582717,42.46256383,15.8496,40.52833333,-73.61266667,10.97,30.59,8.87,13.14
NM20090401017,2009,SPRING,17.0898,12,6,27,0.632955556,25.37883474,33.48146311,17.3736,40.50283333,-73.65883333,10.92,30.66,8.83,11.77
NM20090401018,2009,SPRING,13.8426,19,6,31,0.446535484,29.15165058,40.51644251,11.2776,40.39633333,-73.95283333,10.77,29.6,8.67,12.54
NM20090401019,2009,SPRING,3.0561,5,5,12,0.254675,38.08496633,46.10906584,10.668,40.50366667,-73.88933333,10.69,30.48,8.91,11.14
NM20090401020,2009,SPRING,37.4111,15,5,36,1.039197222,25.79617278,26.13329585,16.764,40.4685,-73.88,9.58,30.82,8.54,11.65
NM20090401021,2009,SPRING,42.5644,14,5,32,1.3301375,29.18571588,36.17083895,18.288,40.39666667,-73.91016667,9.8,30.65,8.89,11.91
NM20090401022,2009,SPRING,13.1723,15,6,41,0.32127561,24.21424146,29.03326288,10.668,40.51966667,-73.72266667,9.3,30.91,8.66,11.87
NM20090401023,2009,SPRING,43.1254,12,6,16,2.6953375,29.96377883,41.15313555,7.0104,39.72466667,-74.10883333,9.17,30.94,9.28,9.6
NM20090401024,2009,SPRING,30.785,18,8,37,0.832027027,28.70315455,33.39462497,10.0584,39.73966667,-74.08033333,8.6,31.15,9.04,9.52
NM20090401025,2009,SPRING,4.569,7,6,32,0.14278125,21.91085288,12.94758391,14.0208,40.153,-73.99016667,7.73,31.04,8.18,11.65
NM20090401026,2009,SPRING,37.3463,19,7,25,1.493852,28.88706183,18.13186058,13.4112,39.67033333,-74.11416667,8.12,31.26,7.22,9.28
NM20090401027,2009,SPRING,45.0505,20,7,35,1.287157143,29.18546731,21.46864452,15.8496,39.904,-74.04333333,7.34,31.26,9.06,9.44
NM20090401028,2009,SPRING,10.906,5,7,15,0.727066667,54.25285117,49.4710406,6.096,39.21483333,-74.62383333,10.2,30.98,8.96,10.68
NM20090401029,2009,SPRING,28.3929,16,8,22,1.290586364,35.96907709,39.66623223,6.096,39.51716667,-74.254,8.3,31.36,8.87,9.83
NM20090401030,2009,SPRING,15.891,19,6,28,0.567535714,26.59464949,25.78395598,9.7536,39.3275,-74.36583333,9.28,31.06,8.36,10.22
NM20090401031,2009,SPRING,14.697,8,6,16,0.9185625,37.9764517,39.04993687,9.144,39.34266667,-74.382,9.56,33.05,7.42,10.14
NM20090401032,2009,SPRING,16.5065,23,6,31,0.532467742,23.52501097,30.4615029,17.3736,39.62916667,-74.07433333,7.94,31.42,9.22,9.45
NM20090401033,2009,SPRING,0.231,3,4,16,0.0144375,22.1959895,14.88109627,13.4112,39.40566667,-74.224,8.18,31.47,7.74,9.66
NM20090401034,2009,SPRING,3.4074,12,5,19,0.179336842,22.70089747,19.9777535,15.24,39.33033333,-74.25783333,8.2,31.45,8.31,9.72
NM20090401035,2009,SPRING,6.6303,10,5,20,0.331515,18.4901252,26.18112521,14.0208,39.25516667,-74.42066667,8.88,31.34,7.7,9.8
NM20090401036,2009,SPRING,1.2026,6,7,20,0.06013,27.22419742,32.7802874,15.8496,39.20233333,-74.44466667,8.53,31.58,8.21,10.06
NM20090401037,2009,SPRING,2.205,10,5,22,0.100227273,26.13777534,15.65999483,12.192,39.17933333,-74.57166667,8.84,31.35,8.8,10.69
NM20090401038,2009,SPRING,18.217,14,6,18,1.012055556,39.10902684,39.28855389,13.1064,39.14083333,-74.62166667,9.71,31.22,8.84,10.67
NM20090401039,2009,SPRING,10.085,11,6,20,0.50425,38.58184733,44.88278297,7.62,39.0445,-74.689,11.09,31.18,8.92,11.29
NM20090401040,2009,SPRING,1.4812,12,4,21,0.070533333,25.5006201,36.35506306,12.8016,39.047,-74.546,9.72,31.38,9.03,11.05
NM20090401041,2009,SPRING,20.432,10,7,26,0.785846154,24.18640686,12.43651167,19.812,38.90466667,-74.59033333,9.75,31.52,9.31,10.3
NM20090401042,2009,SPRING,2.399,8,5,18,0.133277778,34.41441886,19.0065214,9.7536,38.993,-74.61366667,10.34,29.07,9.44,10.82
NM20090401043,2009,SPRING,9.683,13,6,20,0.48415,33.76484147,16.45805042,11.8872,39.02866667,-74.6355,11,31.28,8.97,11.13
NM20090401044,2009,SPRING,14.174,11,8,29,0.488758621,35.81835184,34.44743265,13.1064,39.09366667,-74.654,10.15,31.06,8.74,10.97
NM20090401045,2009,SPRING,33.63,13,6,17,1.978235294,45.89316542,39.30291355,13.1064,39.1045,-74.66716667,9.85,31.07,8.71,10.9
NM20090401046,2009,SPRING,15.1997,10,6,25,0.607988,32.18319864,38.32823429,14.0208,38.90216667,-74.68933333,9.54,31.56,9.33,9.83
NM20090401047,2009,SPRING,90.77,11,6,17,5.339411765,51.8119091,60.09763784,6.7056,38.67966667,-75.0515,11.17,29.93,8.6,11.12
NM20090401048,2009,SPRING,36.628,10,6,19,1.927789474,48.97841119,61.47427076,10.0584,38.71733333,-75.05616667,11.12,29.94,8.6,11.12
NM20090401049,2009,SPRING,33.2089,6,6,18,1.844938889,46.05573047,50.7980036,6.7056,38.872,-74.905,10.75,31.39,9.24,10.96
NM20090401050,2009,SPRING,9.56,8,6,19,0.503157895,40.07996046,48.65811704,10.0584,38.55233333,-75.03866667,10.02,30.25,9.11,12.3
NM20090401051,2009,SPRING,32.978,7,5,19,1.735684211,27.69578674,21.22576848,14.6304,38.76016667,-74.74333333,9.36,31.56,9.42,10.07
NM20090401052,2009,SPRING,13.186,6,5,19,0.694,31.07946214,26.71796274,15.24,38.79516667,-74.73766667,9.25,31.54,9.28,9.62
NM20090401053,2009,SPRING,30.85,8,5,20,1.5425,39.23369987,16.19762321,15.24,38.7335,-74.8275,9.61,30.87,9.26,11.83
NM20090401054,2009,SPRING,36.812,8,5,15,2.454133333,45.2506897,52.51536604,17.0688,38.51966667,-74.91966667,9,31.07,9.4,13.52
NM20090401055,2009,SPRING,6.815,4,3,13,0.524230769,33.68429097,28.40087049,13.716,38.75716667,-74.91566667,9.19,31.12,9.07,10.27
NM20090401056,2009,SPRING,40.089,10,6,18,2.227166667,42.65697922,53.19733738,15.24,38.57183333,-74.94516667,9.17,30.99,9.39,13.36
NM20090401057,2009,SPRING,48.623,8,8,18,2.701277778,48.664794,43.149147,14.9352,38.68483333,-74.99083333,10.59,30.41,8.72,10.83
NM20090401058,2009,SPRING,20.609,7,6,18,1.144944444,42.04296239,50.8824777,13.1064,38.503,-75.017,9.46,30.58,9.15,12.76
NM20090401059,2009,SPRING,28.0975,7,5,12,2.341458333,55.57682587,52.26265642,21.6408,38.5805,-74.838,8.48,31.68,9.55,13.61
NM20090401060,2009,SPRING,28.183,6,5,11,2.562090909,57.12604054,57.05998321,18.288,38.52883333,-74.86583333,8.44,31.7,9.44,13.27
NM20090401061,2009,SPRING,26.787,7,5,15,1.7858,44.55679194,45.91276411,22.2504,38.56966667,-74.85683333,8.37,31.64,9.65,12.71
NM20090401062,2009,SPRING,26.027,9,7,23,1.131608696,32.53759823,39.56544479,14.6304,38.62116667,-74.946,9.75,31.01,9.09,11.07
NM20090401063,2009,SPRING,7.963,6,4,9,0.884777778,50.23215375,50.2890326,19.2024,38.63116667,-74.7345,8.45,31.55,9.6,11.85
NM20090401064,2009,SPRING,4.629,6,6,18,0.257166667,30.57378567,30.29315308,7.9248,38.347,-75.06483333,10.01,30.79,8.56,10.46
NM20090401065,2009,SPRING,15.632,11,5,13,1.202461538,56.14561512,58.12422595,10.9728,38.03116667,-75.1675,10.22,30.6,8.78,13.22
NM20090401066,2009,SPRING,78.631,9,6,18,4.368388889,39.72535084,22.33342203,15.8496,38.28033333,-74.9165,9.22,31.24,9.5,13.81
NM20090401067,2009,SPRING,56.256,11,5,16,3.516,43.07175236,50.07611202,9.7536,38.429,-75.01666667,9.56,30.72,8.89,11.64
NM20090401068,2009,SPRING,12.142,9,6,18,0.674555556,47.47031795,56.44206668,7.62,38.3445,-75.03083333,9.32,31.09,8.95,13.01
NM20090401069,2009,SPRING,49.778,9,6,15,3.318533333,47.28925185,57.6627718,17.6784,38.09133333,-75.06933333,9.12,31.02,8.92,13.31
NM20090401070,2009,SPRING,17.346,11,4,12,1.4455,64.99722407,66.9331959,13.716,38.229,-75.06916667,9.3,31.02,9.15,12.82
NM20090401071,2009,SPRING,54.3591,10,8,20,2.717955,45.15937171,50.93448611,14.0208,38.257,-75.07666667,9.63,30.7,8.78,13.48
NM20090401072,2009,SPRING,35.579,7,5,14,2.541357143,48.52276453,61.42212948,17.3736,38.3705,-74.95883333,9.46,31.05,9.35,12.63
NM20090401073,2009,SPRING,5.029,9,3,9,0.558777778,40.224156,41.30747524,15.5448,38.37816667,-74.86716667,9.36,30.92,9.38,12.93
NM20090401074,2009,SPRING,14.168,7,7,15,0.944533333,40.95229827,56.13439851,7.9248,37.77816667,-75.50366667,11.22,30.49,5.65,13.85
NM20090401075,2009,SPRING,45.695,8,6,21,2.175952381,44.80355712,57.28313788,5.4864,37.8135,-75.47633333,10.72,30.82,5.77,13.68
NM20090401076,2009,SPRING,57.658,9,4,10,5.7658,59.94671913,56.91707757,9.4488,37.98366667,-75.12216667,9.86,30.61,5.29,13.65
NM20090401077,2009,SPRING,21.08,10,3,9,2.342222222,67.66777247,64.28489409,12.8016,37.948,-75.15583333,9.26,31.09,5.24,14.13
NM20090401078,2009,SPRING,12.736,8,7,16,0.796,48.01677792,50.67275797,8.2296,37.76616667,-75.50566667,9.77,30.56,5.82,12.88
NM20090401079,2009,SPRING,28.212,12,6,16,1.76325,41.06972095,58.68733352,17.6784,37.93816667,-75.11933333,9.18,31.22,5.29,14.17
NM20090401080,2009,SPRING,14.5421,11,6,20,0.727105,40.21536361,40.72643544,19.5072,37.85383333,-75.22216667,9.22,30.83,5.49,14.8
NM20090401081,2009,SPRING,47.4148,7,6,18,2.634155556,45.93204102,43.83694888,12.192,37.95766667,-75.22116667,9.66,30.82,8.94,13.04
NM20090401082,2009,SPRING,54.584,11,5,13,4.198769231,45.06622697,28.04924549,17.0688,37.82966667,-75.2635,9.64,30.82,5.63,13.9
NM20090401083,2009,SPRING,88.763,10,4,12,7.396916667,69.17667939,82.27912554,12.4968,37.768,-75.34483333,9.87,30.98,5.6,13.68
NM20090401084,2009,SPRING,36.3082,13,6,20,1.81541,43.16830621,49.53360702,13.4112,37.65133333,-75.41716667,9.63,31.26,8.87,12.61
NM20090401085,2009,SPRING,64.361,7,5,14,4.597214286,58.89456945,67.31335241,14.0208,37.666,-75.4795,10.37,31.16,5.98,13.08
NM20090401086,2009,SPRING,93.21,8,5,17,5.482941176,50.69408815,52.88748491,14.3256,37.67916667,-75.493,9.86,30.99,5.78,13.2
NM20090401087,2009,SPRING,85.686,5,6,16,5.355375,41.49584638,47.51640576,10.9728,37.54616667,-75.5705,11.25,30.86,4.91,14.21
NM20090401088,2009,SPRING,34.291,5,3,9,3.810111111,53.81028822,53.17678667,7.62,37.50333333,-75.5935,11.06,30.97,4.82,15.3
NM20090401089,2009,SPRING,25.363,6,5,14,1.811642857,51.59250491,58.59472826,5.1816,37.48183333,-75.62566667,14.33,31,4.84,15.84
NM20090401090,2009,SPRING,40.692,8,6,16,2.54325,37.48659313,46.35886138,7.0104,37.3715,-75.652,11.49,30.95,5.01,14.8
NM20090401091,2009,SPRING,84.404,6,5,16,5.27525,47.67872396,55.02437504,4.572,37.22516667,-75.75333333,12.65,31.25,5.56,13.03
NM20090401092,2009,SPRING,34.045,9,6,20,1.70225,37.75390999,31.98241456,13.1064,37.52883333,-75.4665,9.51,31.33,4.62,12.31
NM20090401093,2009,SPRING,40.811,5,5,14,2.915071429,43.1513714,74.68033985,15.24,37.2945,-75.54533333,9.63,31.38,5.4,12.27
NM20090401094,2009,SPRING,52.641,10,6,17,3.096529412,42.15898044,27.2007152,16.1544,37.30433333,-75.52816667,10.64,31.32,5.31,12.81
NM20090401095,2009,SPRING,20.782,4,5,11,1.889272727,43.64155345,45.79598325,11.2776,37.35283333,-75.60233333,11.35,31.22,5.12,13.24
NM20090401096,2009,SPRING,0,0,5,17,0,38.9701174,18.11021742,9.144,36.65666667,-75.87616667,9.92,31.14,6.29,12.6
NM20090401097,2009,SPRING,10.789,2,4,10,1.0789,45.8785694,61.58499323,6.4008,37.156,-75.78,11.32,30.98,8.51,12.42
NM20090401098,2009,SPRING,73.626,4,6,13,5.663538462,54.35180214,59.13052426,8.2296,37.07966667,-75.80516667,11.72,30.84,4.81,13.03
NM20090401099,2009,SPRING,23.839,3,4,12,1.986583333,45.13338517,39.84781851,4.8768,37.16416667,-75.80116667,12.01,30.75,6.16,12.37
NM20090401100,2009,SPRING,0.827,2,2,8,0.103375,39.01631875,71.15560858,7.9248,36.95316667,-75.91833333,10.43,30.33,5.5,13.38
NM20090401101,2009,SPRING,1.7767,6,4,15,0.118446667,35.99936634,31.17954433,7.3152,36.78316667,-75.93266667,12.52,27.44,5.92,12.96
NM20090401102,2009,SPRING,26.451,7,3,7,3.778714286,68.33668194,61.9626741,18.288,36.63233333,-75.74583333,9.41,31.59,6.58,12.45
NM20090401103,2009,SPRING,30.351,4,5,13,2.334692308,43.13892415,27.09392727,15.24,36.5795,-75.78983333,9.53,31.07,6.88,12.79
NM20090401104,2009,SPRING,79.997,8,6,14,5.714071429,60.68570095,71.38261128,13.716,37.15583333,-75.616,10.17,31.44,5.06,12.22
NM20090401105,2009,SPRING,75.743,11,5,10,7.5743,65.56195406,75.73420763,16.1544,36.97233333,-75.66866667,9.8,31.4,5.28,13.66
NM20090401106,2009,SPRING,8.837,3,2,6,1.472833333,74.55126128,66.45750809,11.8872,37.02983333,-75.74066667,10.26,31.35,5.47,13.08
NM20090401107,2009,SPRING,29.887,4,4,12,2.490583333,50.28668007,70.07621821,18.5928,36.56666667,-75.77566667,10.04,31.26,7.19,14.36
NM20090401108,2009,SPRING,18.978,4,6,9,2.108666667,57.40670332,62.20575576,10.3632,37.01733333,-75.79383333,10.09,31.16,5.61,12.91
NM20090401109,2009,SPRING,9.557,4,3,5,1.9114,57.3455248,63.13617508,15.5448,36.73333333,-75.825,9.49,31.43,10.95,13.31
NM20090401110,2009,SPRING,7.5824,6,5,10,0.75824,56.15616897,64.26616605,11.8872,36.74683333,-75.8465,9.65,31.32,11,13.58
NM20090401111,2009,SPRING,13.1148,8,5,20,0.65574,29.51137649,39.44225186,13.1064,36.83783333,-75.88716667,10.02,30.89,10.87,12.31
NM20090401112,2009,SPRING,35.1536,7,5,17,2.067858824,38.17052885,33.31573341,6.096,36.25516667,-75.77316667,10.57,30.48,8.56,10.72
NM20090401113,2009,SPRING,4.4569,5,4,15,0.297126667,40.55084735,21.0918986,10.668,36.2265,-75.74816667,9.69,31.05,8.32,10.6
NM20090401114,2009,SPRING,3.027,5,4,14,0.216214286,42.40936866,30.52909646,17.3736,36.11933333,-75.67716667,9.59,31.21,8.89,9.78
NM20090401115,2009,SPRING,17.7948,6,3,9,1.9772,58.62240514,64.33868578,14.6304,36.5045,-75.75683333,9.64,31.53,8.49,12.69
NM20090401116,2009,SPRING,0.0818,1,4,13,0.006292308,44.36030451,21.89667224,11.91768,36.352,-75.78183333,9.81,30.95,8.43,10.93
NM20090401117,2009,SPRING,2.256,2,3,9,0.250666667,56.13381579,63.54367027,15.24,36.518,-75.78333333,9.44,31.34,8.27,13
NM20090401118,2009,SPRING,16.043,5,4,17,0.943705882,38.59695609,20.15265596,12.192,36.50416667,-75.8125,9.92,30.81,8.02,12.78
NM20090401119,2009,SPRING,0.0795,1,3,12,0.006625,23.138355,15.21323276,9.7536,35.23383333,-75.50283333,15.96,33.89,9,15.73
NM20090401120,2009,SPRING,0.012,1,4,17,0.000705882,35.37261195,16.35878219,10.668,35.24783333,-75.48133333,15.94,34.23,8.9,15.46
NM20090401121,2009,SPRING,0.1271,2,4,19,0.006689474,36.3931379,33.66356785,18.8976,35.62783333,-75.39483333,9.85,31.45,10.06,10.85
NM20090401122,2009,SPRING,2.972,2,2,6,0.495333333,74.60401538,65.86366267,19.812,35.76933333,-75.418,9.57,31.68,10.8,11.56
NM20090401123,2009,SPRING,0.0304,1,4,14,0.002171429,26.82851634,21.03364367,12.4968,35.52516667,-75.4295,10.62,31.37,10.13,11.8
NM20090401124,2009,SPRING,0.009,1,4,19,0.000473684,33.50305869,19.51541459,12.4968,35.32383333,-75.45616667,15.23,33.77,8.87,13.85
NM20090401125,2009,SPRING,28.2886,14,5,19,1.488873684,35.40247895,29.03423747,18.288,41.3215,-71.65833333,8.97,30.8,9.41,11.25
NM20090401126,2009,SPRING,25.571,19,5,25,1.02284,30.11898472,39.71049769,18.288,41.11916667,-71.97783333,9.76,29.02,8.81,10.28
NM20090401127,2009,SPRING,11.0106,10,3,21,0.524314286,25.07721248,32.75004277,21.336,41.11266667,-72.0275,9.56,28.9,9.56,10.6
NM20090401128,2009,SPRING,64.5499,14,5,33,1.956057576,29.2543223,34.67288105,33.528,41.21966667,-71.70066667,7.34,31.03,9.48,9.86
NM20090401129,2009,SPRING,58.6993,15,6,29,2.024113793,28.61563738,28.46956231,32.9184,41.28233333,-71.7615,8.22,30.79,9.45,9.92
NM20090401130,2009,SPRING,62.7395,16,5,28,2.240696429,29.29811071,37.87419698,30.7848,41.1825,-71.78966667,8.25,30.32,9.43,9.14
NM20090401131,2009,SPRING,35.3417,14,4,27,1.308951852,30.53658889,33.23659343,36.576,41.185,-71.80583333,8.14,30.34,7.45,9.66
NM20090401132,2009,SPRING,8.6757,11,5,22,0.39435,23.01315327,27.12846234,51.816,41.23083333,-71.8775,8.05,30.79,8.73,9.72
NM20090401133,2009,SPRING,5.5966,10,5,25,0.223864,25.73620144,31.17586767,39.624,41.21033333,-71.98516667,8.36,30.37,7.58,9.59
NM20090401134,2009,SPRING,20.8816,12,7,28,0.745771429,31.22597133,34.90962683,32.004,41.19533333,-71.86683333,8.12,30.52,7.32,9.97
NM20090401135,2009,SPRING,40.9032,16,6,24,1.7043,32.9820705,39.27587929,30.7848,41.3,-71.4075,7.46,31.27,8.42,11.36
NM20090401136,2009,SPRING,25.7741,14,7,26,0.991311538,37.94472298,41.03131781,23.4696,41.37883333,-71.129,9.5,31.1,8.93,12.32
NM20090401137,2009,SPRING,28.5763,14,3,16,1.78601875,35.21462475,38.97484199,22.86,41.377,-71.16783333,8.87,31.39,9.01,12.2
NM20090401138,2009,SPRING,13.4992,12,7,35,0.385691429,31.56078546,32.56523258,21.9456,41.42816667,-71.25816667,8.98,31.4,8.63,10.38
NM20090401139,2009,SPRING,7.1777,12,6,17,0.422217647,31.00982341,40.57509449,18.8976,41.42983333,-71.2165,8.9,31.35,8.53,10.59
NM20090401140,2009,SPRING,12.339,18,5,19,0.649421053,33.74792989,22.09077926,27.432,41.124,-71.5175,7.53,31.22,7.89,10.27
NM20090401141,2009,SPRING,11.0441,15,7,23,0.480178261,27.82066696,24.68152625,33.8328,41.2865,-70.92066667,8.17,31.48,8.85,10.91
NM20090401142,2009,SPRING,58.9918,16,6,33,1.787630303,31.51407842,34.34924862,29.5656,41.33433333,-70.92866667,8.58,31.11,9.14,11.58
NM20090401143,2009,SPRING,23.7776,17,7,27,0.880651852,28.21004252,27.20923506,36.576,41.28866667,-70.97333333,7.8,31.39,9.37,10.5
NM20090401144,2009,SPRING,13.5178,17,7,34,0.397582353,28.36787,14.15586785,39.624,41.28133333,-71.06516667,6.8,31.47,9.6,10.24
NM20090401145,2009,SPRING,12.1957,18,7,23,0.530247826,32.9379393,39.57939448,39.624,41.26483333,-71.13933333,7.24,31.36,9.8,10.36
NM20090401146,2009,SPRING,46.5756,14,6,26,1.791369231,25.77286546,33.72072907,30.48,41.31816667,-71.41216667,7.01,31.21,9.32,11.86
NM20090401147,2009,SPRING,30.383,18,6,22,1.381045455,33.16335982,41.32803747,28.956,41.33266667,-71.295,7.7,31.25,9.93,10.5
NM20090401148,2009,SPRING,26.5056,13,6,30,0.88352,29.5307748,33.77960874,30.1752,41.38466667,-71.32233333,7.52,31.36,8.43,11.02
NM20090401149,2009,SPRING,38.133,17,4,20,1.90665,34.3937302,24.69652318,35.6616,41.21983333,-71.415,6.73,31.36,8.44,10.97
NM20090401150,2009,SPRING,39.4744,19,6,31,1.273367742,32.24866103,26.83368337,25.908,41.13483333,-71.48733333,7.14,31.02,8,10.4
NM20090401151,2009,SPRING,9.3798,7,6,16,0.5862375,39.8205926,50.25568214,16.1544,41.039,-71.87983333,8.45,30.83,9.67,9.24
NM20090401152,2009,SPRING,42.07,10,6,30,1.402333333,30.812754,23.01719418,10.668,40.88933333,-72.308,7.42,30.72,9.18,8.91
NM20090401153,2009,SPRING,12.0432,13,7,36,0.334533333,29.53314839,44.66629496,9.4488,40.6765,-72.995,9.77,30.12,9.13,10.96
NM20090401154,2009,SPRING,5.025,11,5,22,0.228409091,22.95618164,41.03794329,8.2296,40.5855,-73.47,10.82,30.55,8.91,12.56
NM20090401155,2009,SPRING,12.866,12,6,25,0.51464,30.3765944,44.97178872,7.3152,40.563,-73.8165,10.75,30.37,8.86,12.39
NM20090401156,2009,SPRING,19.4512,17,6,38,0.511873684,25.91046574,19.94787084,13.716,40.15666667,-74.00616667,8.05,30.77,8.01,11.63
NM20090401157,2009,SPRING,37.603,10,7,24,1.566791667,39.92262186,16.03762594,9.144,38.928,-74.82016667,10.03,31.02,9.14,11.08
NM20090401158,2009,SPRING,44.042,6,4,10,4.4042,55.83222782,54.30626643,11.2776,38.17066667,-75.12933333,9.07,31,8.69,12.7
NM20090401159,2009,SPRING,1.0998,3,5,23,0.047817391,32.0460875,20.82014192,8.5344,36.47616667,-75.83166667,12.55,28.32,7.67,13.35
NM20090401160,2009,SPRING,0,0,4,19,0,33.90136482,17.95486543,9.7536,35.3415,-75.48116667,14.41,33.08,9.33,14.22
NM20090901001,2009,FALL,0.182,1,3,9,0.020222222,61.41643933,66.68973112,14.3256,41.019,-71.929,17.76,30.54,7.26,18.44
NM20090901002,2009,FALL,2.372,1,5,15,0.158133333,35.57991907,51.94506229,16.1544,40.9975,-71.97916667,17.48,30.98,7.48,17.08
NM20090901003,2009,FALL,0.1974,2,6,31,0.006367742,28.42265297,38.8864411,9.144,40.98366667,-72.05666667,17.48,31.19,7.61,17.43
NM20090901004,2009,FALL,9.7611,7,6,25,0.390444,25.12340656,34.89057197,8.5344,40.86266667,-72.38233333,17.46,31.68,7.77,17.5
NM20090901005,2009,FALL,2.365,1,6,16,0.1478125,36.72327313,52.48276496,17.9832,40.982,-72.00766667,17.46,30.95,7.6,17.35
NM20090901006,2009,FALL,4.4595,3,5,30,0.14865,23.3586676,21.96530607,13.4112,40.9235,-72.20583333,17.48,31.53,6.88,17.13
NM20090901007,2009,FALL,1.5563,3,6,18,0.086461111,26.42744878,39.45235488,11.2776,40.86866667,-72.341,17.26,31.94,7.18,17.42
NM20090901008,2009,FALL,4.1276,7,7,28,0.147414286,30.34108343,24.1827468,7.3152,40.71816667,-72.88233333,18.5,32.39,6.8,18.31
NM20090901009,2009,FALL,6.6634,4,8,24,0.277641667,23.76920495,12.47351358,6.7056,40.63716667,-73.13816667,18.53,32.55,6.36,17.72
NM20090901010,2009,FALL,1.5876,8,5,22,0.072163636,26.34999618,33.5183832,18.8976,40.737,-72.764,17.34,32,7.29,16.8
NM20090901011,2009,FALL,3.7024,8,7,25,0.148096,28.76286818,20.54986507,16.1544,40.796,-72.55883333,17.29,32.2,6.63,15.98
NM20090901012,2009,FALL,3.2662,10,5,23,0.142008696,25.20902452,25.1693979,16.4592,40.771,-72.633,17.5,32.52,6.22,16.88
NM20090901013,2009,FALL,2.7255,4,6,22,0.123886364,19.42236909,19.23386562,9.7536,40.602,-73.37283333,18.32,32.27,5.82,17.69
NM20090901014,2009,FALL,41.9801,5,4,13,3.229238462,22.74754652,30.82773541,9.4488,40.55266667,-73.57683333,16.42,31.74,7.17,16.78
NM20090901015,2009,FALL,59.5367,6,7,26,2.289873077,21.10702066,30.5252126,12.192,40.569,-73.46083333,17.48,32.07,5.57,17.28
NM20090901016,2009,FALL,180.3341,12,9,36,5.009280556,24.6760958,15.61331017,13.1064,40.55,-73.52733333,17.13,32.08,4.88,17.11
NM20090901017,2009,FALL,24.855,3,5,17,1.462058824,20.54464883,11.43639687,13.716,40.52966667,-73.65433333,14.39,32.12,5.98,16.07
NM20090901018,2009,FALL,9.7235,6,6,24,0.405145833,27.74208414,26.79018435,9.4488,40.559,-73.80616667,15.36,32.18,5.83,15.53
